VALUE,COUNT,MICHI,US_200BPS,US_200EVT,US_200SCLASS,BPS_CODE,BPS_NAME,BPS_MODEL,GROUPVEG,EVT_NAME,EVT_PHYS,LABEL,DESCRIPTIO
755,9865,0,1629,9112,3,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Laurentian Jack Pine-Red Pine Forest,Conifer,C,Succession Class C
756,156,0,1629,7238,3,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Laurentian-Acadian Northern Oak Forest,Hardwood,C,Succession Class C
757,15,0,1621,7975,180,13442,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Eastern Cool Temperate Close Grown Crop,Agricultural,Agriculture,Agriculture
758,19,0,1629,7243,3,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Laurentian Pine-Oak Barrens,Conifer-Hardwood,C,Succession Class C
759,2120,0,1629,7301,3,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,C,Succession Class C
760,1,0,1614,9202,6,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Northern Great Lakes Coastal Marsh,Riparian,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
761,250,0,1621,7908,120,13442,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Eastern Cool Temperate Urban Herbaceous,Developed,Urban,Urban
762,8,0,1629,7242,3,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Laurentian Oak Barrens,Hardwood,C,Succession Class C
763,656,0,1629,7362,3,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Laurentian-Acadian Northern Pine Forest,Conifer,C,Succession Class C
764,25,0,1637,7238,3,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Northern Oak Forest,Hardwood,C,Succession Class C
765,2200,0,1629,7366,3,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Laurentian-Acadian Pine-Hemlock Forest,Conifer,C,Succession Class C
766,5,0,1620,7407,6,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian Pine Barrens,Conifer,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
767,4244,0,1629,9312,7,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Northeastern North American Temperate Forest Plantation,Conifer,UE,Uncharacteristic Exotic Vegetation
768,64,0,1629,7909,120,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Eastern Cool Temperate Urban Shrubland,Developed,Urban,Urban
769,111,0,1629,7907,120,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Eastern Cool Temperate Urban Mixed Forest,Developed,Urban,Urban
770,108,0,1629,7240,3,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Laurentian-Acadian Hardwood Forest,Hardwood,C,Succession Class C
771,81,0,1623,7362,3,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian-Acadian Northern Pine Forest,Conifer,C,Succession Class C
772,289,0,1629,7192,3,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Recently Logged-Shrub Cover,Shrubland,C,Succession Class C
773,16,0,1615,7242,2,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian Oak Barrens,Hardwood,B,Succession Class B
774,687,0,1614,7906,120,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Eastern Cool Temperate Urban Evergreen Forest,Developed,Urban,Urban
775,147,0,1629,7296,120,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Developed-Low Intensity,Developed-Low Intensity,Urban,Urban
776,5,0,1636,7240,3,14750,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Laurentian-Acadian Hardwood Forest,Hardwood,C,Succession Class C
777,30,0,1629,7297,120,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Developed-Medium Intensity,Developed-Medium Intensity,Urban,Urban
778,286,0,1624,9056,3,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,C,Succession Class C
779,92,0,1614,9055,6,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Boreal-Laurentian Bog,Riparian,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
780,11,0,1629,7298,120,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Developed-High Intensity,Developed-High Intensity,Urban,Urban
781,100,0,1629,7905,120,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Eastern Cool Temperate Urban Deciduous Forest,Developed,Urban,Urban
782,52,0,1623,7193,3,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Recently Logged-Tree Cover,Conifer,C,Succession Class C
783,18,0,1624,9057,1,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Boreal-Laurentian-Acadian Acidic Basin Fen,Riparian,A,Succession Class A
784,1,0,1633,9088,6,14440,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Conifer,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
785,139,0,1629,7906,120,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Eastern Cool Temperate Urban Evergreen Forest,Developed,Urban,Urban
786,1,0,1629,7978,180,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Eastern Cool Temperate Wheat,Agricultural,Agriculture,Agriculture
787,35,0,1629,7975,180,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Eastern Cool Temperate Close Grown Crop,Agricultural,Agriculture,Agriculture
788,1,0,1633,9112,2,14440,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian Jack Pine-Red Pine Forest,Conifer,B,Succession Class B
789,163,0,1629,9317,7,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,UE,Uncharacteristic Exotic Vegetation
790,472,0,1629,7407,3,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Laurentian Pine Barrens,Conifer,C,Succession Class C
791,203,0,1629,7481,3,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,C,Succession Class C
792,7170,0,1624,7193,4,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Recently Logged-Tree Cover,Conifer,D,Succession Class D
793,661,0,1629,9056,3,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,C,Succession Class C
794,314,0,1614,7366,2,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Pine-Hemlock Forest,Conifer,B,Succession Class B
795,11,0,1629,9055,3,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Boreal-Laurentian Bog,Riparian,C,Succession Class C
796,111,0,1614,7362,2,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Northern Pine Forest,Conifer,B,Succession Class B
797,6,0,1636,9317,7,14750,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,UE,Uncharacteristic Exotic Vegetation
798,221,0,1614,9089,2,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,B,Succession Class B
799,16,0,1623,7407,3,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian Pine Barrens,Conifer,C,Succession Class C
800,14,0,1614,7481,2,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,B,Succession Class B
801,5,0,1636,7907,120,14750,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Eastern Cool Temperate Urban Mixed Forest,Developed,Urban,Urban
802,43,0,1623,9057,1,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Boreal-Laurentian-Acadian Acidic Basin Fen,Riparian,A,Succession Class A
803,3,0,1636,7191,6,14750,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Recently Logged-Herb and Grass Cover,Grassland,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
804,66,0,1639,7302,2,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,B,Succession Class B
805,59,0,1614,9117,5,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Floodplain Forest,Riparian,E,Succession Class E
806,73,0,1614,9117,6,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Floodplain Forest,Riparian,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
807,16,0,1629,7198,2,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Recently Disturbed Other-Herb and Grass Cover,Grassland,B,Succession Class B
808,179,0,1614,9620,6,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Shrub Swamp,Riparian,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
809,6,0,1615,9057,6,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Boreal-Laurentian-Acadian Acidic Basin Fen,Riparian,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
810,91,0,1614,7407,2,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian Pine Barrens,Conifer,B,Succession Class B
811,718,0,1629,7193,3,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Recently Logged-Tree Cover,Conifer,C,Succession Class C
812,342,0,1624,9620,1,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian-Acadian Shrub Swamp,Riparian,A,Succession Class A
813,220,0,1614,9120,6,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Wet Meadow,Riparian,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
814,75,0,1637,7239,3,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,C,Succession Class C
815,1,0,1636,7908,120,14750,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Eastern Cool Temperate Urban Herbaceous,Developed,Urban,Urban
816,37,0,1615,7193,2,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Recently Logged-Tree Cover,Conifer,B,Succession Class B
817,45,0,1639,7193,2,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Recently Logged-Tree Cover,Conifer,B,Succession Class B
818,30,0,1623,7977,180,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agriculture,Agriculture
819,1,0,1636,7193,6,14750,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Recently Logged-Tree Cover,Conifer,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
820,1,0,1636,7192,6,14750,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Recently Logged-Shrub Cover,Shrubland,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
821,2,0,1633,7191,6,14440,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Recently Logged-Herb and Grass Cover,Grassland,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
822,1,0,1639,7314,4,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,North-Central Interior Maple-Basswood Forest,Hardwood,D,Succession Class D
823,13,0,1614,9088,5,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Conifer,E,Succession Class E
824,1,0,1633,7366,2,14440,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian-Acadian Pine-Hemlock Forest,Conifer,B,Succession Class B
825,282,0,1614,7975,180,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Eastern Cool Temperate Close Grown Crop,Agricultural,Agriculture,Agriculture
826,98,0,1637,9057,6,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Boreal-Laurentian-Acadian Acidic Basin Fen,Riparian,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
827,24,0,1614,9088,6,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Conifer,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
828,18,0,1614,9295,6,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce-Hardwood Forest,Conifer-Hardwood,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
829,1,0,1633,7239,6,14440,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
830,8,0,1614,7238,2,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Northern Oak Forest,Hardwood,B,Succession Class B
831,76,0,1614,7241,2,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,B,Succession Class B
832,1,0,1615,7200,6,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Recently Disturbed Other-Tree Cover,Conifer,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
833,2,0,1633,7481,2,14440,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,B,Succession Class B
834,39,0,1614,7301,2,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,B,Succession Class B
835,92,0,1614,7952,7,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Eastern Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed,UE,Uncharacteristic Exotic Vegetation
836,31,0,1623,7481,3,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,C,Succession Class C
837,7,0,1637,7481,6,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
838,1178,0,1614,7931,7,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Eastern Cool Temperate Developed Ruderal Evergreen Forest,Developed,UE,Uncharacteristic Exotic Vegetation
839,210,0,1623,7952,7,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Eastern Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed,UE,Uncharacteristic Exotic Vegetation
840,19,0,1621,7952,7,13442,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Eastern Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed,UE,Uncharacteristic Exotic Vegetation
841,3,0,1633,7952,7,14440,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Eastern Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed,UE,Uncharacteristic Exotic Vegetation
842,1,0,1615,7200,5,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Recently Disturbed Other-Tree Cover,Conifer,E,Succession Class E
843,37,0,1614,7974,180,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Eastern Cool Temperate Row Crop,Agricultural,Agriculture,Agriculture
844,1,0,1633,7238,6,14440,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian-Acadian Northern Oak Forest,Hardwood,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
845,52,0,1614,7976,180,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agriculture,Agriculture
846,1433,0,1624,7296,120,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Developed-Low Intensity,Developed-Low Intensity,Urban,Urban
847,386,0,1624,7906,120,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Eastern Cool Temperate Urban Evergreen Forest,Developed,Urban,Urban
848,3,0,1633,7299,120,14440,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Developed-Roads,Developed-Roads,Urban,Urban
849,912,0,1624,7905,120,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Eastern Cool Temperate Urban Deciduous Forest,Developed,Urban,Urban
850,880,0,1624,7240,4,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian-Acadian Hardwood Forest,Hardwood,D,Succession Class D
851,3,0,1615,9056,1,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,A,Succession Class A
852,108,0,1623,7302,3,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,C,Succession Class C
853,8,0,1614,9295,5,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce-Hardwood Forest,Conifer-Hardwood,E,Succession Class E
854,377,0,1624,9112,3,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian Jack Pine-Red Pine Forest,Conifer,C,Succession Class C
855,481,0,1624,7908,120,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Eastern Cool Temperate Urban Herbaceous,Developed,Urban,Urban
856,56,0,1637,9056,6,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
857,7,0,1620,7241,6,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
858,1,0,1633,7241,6,14440,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
859,1,0,1641,9112,4,14940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,14940_41_50_51,Riparian,Laurentian Jack Pine-Red Pine Forest,Conifer,D,Succession Class D
860,48,0,1624,7241,3,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,C,Succession Class C
861,24,0,1614,7978,180,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Eastern Cool Temperate Wheat,Agricultural,Agriculture,Agriculture
862,3,0,1624,7198,1,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Recently Disturbed Other-Herb and Grass Cover,Grassland,A,Succession Class A
863,65,0,1624,9117,4,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian-Acadian Floodplain Forest,Riparian,D,Succession Class D
864,3,0,1639,7481,1,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,A,Succession Class A
865,3,0,1641,7302,4,14940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,14940_41_50_51,Riparian,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,D,Succession Class D
